image_path,generated_text,ground_truths
472.jpg,"on an overcast day, a man and a woman walk by the seaside with a large, lanky dog. a jogger passes them in the opposite direction. the dog pauses to sniff the ground and trots onwards.","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,a nearly - empty beach beside a sea. a couple wears jackets as they stroll with their large great dane. a male runner jogs past. the dog trots and sniffs the sand. it follows its owner along the coast.,"[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"in the distance, a couple walk their dog along an urban beach. they pass a jogger running in the opposite direction. the dog stops to sniff at something on the sand.","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,a road running along by the sea. a couple walk their dog on the flat beach and a jogger runs past. the sky above is pale and dappled with light grey clouds.,"[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a sandy promenade at the seaside in pale dawn light. a man in a tracksuit jogs past a couple with a large dog, which stops to sniff at something in the sand before trotting onwards.","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"daytime. a pale grey seafront. a couple walk their dog along a sandy promenade, passing a jogger going in the opposite direction.","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,it ' s an early grey morning at an urban seaside. a couple dressed in warm clothes walk their great dane as a lone jogger rambles past. the sidewalk in the foreground that runs alongside a road is vacant.,"[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,a beach under the pale sunshine. a couple walk by with a big black dog. a jogger runs the other way. the dog stops to sniff the sand. its owner beckons the dog to come. it trots after them.,"[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,a film shot mostly in sombre greys with some colour highlights. day. a couple stroll along a virtually deserted beach with a large dog lolloping behind them. a man jogs past.,"[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"under a partly - cloudy sky, a wide and sandy beachfront and parking area. a jogger runs from the right, while at left a couple walks a large dog.","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"she gazes up. no! what are you talking about? of course yes, our luggage is readye the woman furrows her brow. she looks around again. listen, i cannot talk right now. i have to leave you. words appear : zo, the next one.","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"she looks up towards the sound., listen, i can ' t talk right now, i have to leave you. in white capitals, zoe, the next one,","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"she jogs after the others, and james puts his arm around her as she walks between him and rick back to the overgrown ridge at the edge of the clearing. blackout, then a woman with black dreadlocks hanging washing on a rooftop. she says into her phone, "" no, i couldn ' t. i have to finish, really. no! what are you talking about? of course yes, our luggage is ready... "" looking about with a frown she says, "" listen, i cannot talk right now. i have to leave you. "" onscreen : zoe, the next one.","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"' no! ' she says, ' what are you talking about? of course yes, our luggage is ready. ' she looks for the sound, then says, ' listen, i cannot talk right now. i have to leave you '. a title reads, ' zoe, the next one. '","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
687.jpg,"a jogger passes them in the opposite direction the dog pauses to sniff the ground and trots onwards black text on a white screen appears, reading : ' what happens while ', followed by a long black line","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a nearly - empty beach beside a sea. a couple wears jackets as they stroll with their large great dane. a male runner jogs past. the dog trots and sniffs the sand. it follows its owner along the coast. words appear : what happens whilee with a long, blank line at the end.","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"in the distance, a couple walk their dog along an urban beach. they pass a jogger running in the opposite direction. the dog stops to sniff at something on the sand. responding to the whistle, he pads after his owners. e words in black letters on a white background. what happens while, followed by a long black line.","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,a road running along by the sea. a couple walk their dog on the flat beach and a jogger runs past. the sky above is pale and dappled with light grey clouds.,"['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a sandy promenade at the seaside in pale dawn light. a man in a tracksuit jogs past a couple with a large dog, which stops to sniff at something in the sand before trotting onwards. a title on screen. what happens while...","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"daytime. a pale grey seafront. a couple walk their dog along a sandy promenade, passing a jogger going in the opposite direction. what happens while.","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,a beach under the pale sunshine. a couple walk by with a big black dog. a jogger runs the other way. the dog stops to sniff the sand. its owner beckons the dog to come. it trots after them. caption : what happens while ð blank.,"['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,a film shot mostly in sombre greys with some colour highlights. day. a couple stroll along a virtually deserted beach with a large dog lolloping behind them. a man jogs past. on a white background : what happens while.,"['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
