image_path,generated_text,ground_truths
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
472.jpg,"a picture of a white envelope sits on a surface, surrounded by various objects including a logo, text, and various other objects","[""Black text on a white background, reading: 'What happens while', followed by a long black line."", 'Words: What Happens WhileÉ with a long, blank line at the end.', 'Words in black letters on a white background. what happens while, followed by a long black line.', 'What happens while. The title ends with just a line.', 'A title. What Happens WhileÉ', 'What happens while.', 'A title reads: What happens while BLANK.', 'Caption: What happens while Ð blank.', 'On a white background: What Happens While.', 'A title: What happens While', 'A title: What Happens While... with a long, blank line at the end.', 'The title, in black letters on a white background: what happens while, followed by a long black line.', ""'What Happens While...'"", 'What happens while BLANK.']"
687.jpg,"a picture of a white car parked on a beach with a cloudy sky in the background, featuring a closed white door and a window","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a picture of a white car parked on a beach with a cloudy sky in the background, featuring a closed white door and a window","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a picture of a white car parked on a beach with a cloudy sky in the background, featuring a closed white door and a window","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a picture of a white car parked on a beach with a cloudy sky in the background, featuring a closed white door and a window","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a picture of a white car parked on a beach with a cloudy sky in the background, featuring a closed white door and a window","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a picture of a white car parked on a beach with a cloudy sky in the background, featuring a closed white door and a window","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a picture of a white car parked on a beach with a cloudy sky in the background, featuring a closed white door and a window","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
687.jpg,"a picture of a white car parked on a beach with a cloudy sky in the background, featuring a closed white door and a window","['A man in a suit and tie and talking on a cellphone parks his white BMW by the seaside.', 'A slick, white car parks on the grey asphalt. The male driver sits alone inside and speaks on his cell phone.', ""A white saloon parks alongside the beach wall. The male driver is on his mobile. The man is in his mid 30's with a sandy beard."", 'A man parks a sleek white BMW on the road by the sea.', 'A bearded man in a suit parks his expensive car by the promenade while on the phone.', 'A white saloon car is parked on the seafront and the driver is on his mobile phone.', 'A car pulls up by the beach, silver with sporty wheels. Inside the driver is on his mobile phone.', 'A BMW coupe is parked beside the beach and a forty-something guy is inside, speaking on his phone.']"
1115.jpg,"a picture of a man stands next to a parked white car under a cloudy sky, with a black suitcase nearby and a white door visible in the background","['A man wearing a business suits grabs items from the trunk.', 'He opens his trunk.', 'He gets out his briefcase.', 'A man with a trim, reddish-brown beard holds a phone to his ear and pulls a briefcase out of a white sedan.']"
1115.jpg,"a picture of a man stands next to a parked white car under a cloudy sky, with a black suitcase nearby and a white door visible in the background","['A man wearing a business suits grabs items from the trunk.', 'He opens his trunk.', 'He gets out his briefcase.', 'A man with a trim, reddish-brown beard holds a phone to his ear and pulls a briefcase out of a white sedan.']"
1115.jpg,"a picture of a man stands next to a parked white car under a cloudy sky, with a black suitcase nearby and a white door visible in the background","['A man wearing a business suits grabs items from the trunk.', 'He opens his trunk.', 'He gets out his briefcase.', 'A man with a trim, reddish-brown beard holds a phone to his ear and pulls a briefcase out of a white sedan.']"
1115.jpg,"a picture of a man stands next to a parked white car under a cloudy sky, with a black suitcase nearby and a white door visible in the background","['A man wearing a business suits grabs items from the trunk.', 'He opens his trunk.', 'He gets out his briefcase.', 'A man with a trim, reddish-brown beard holds a phone to his ear and pulls a briefcase out of a white sedan.']"
1493.jpg,"a picture of a well - dressed man with short brown hair and a gray and black suit stands in front of a blurry tree, wearing a white shirt with a white collar and a blue","[""He's around fifty and has a short trimmed beard."", ""He's wearing a suit. He has short light brown hair and a beard."", 'He has ginger hair and a beard.', 'A man with a trim, reddish-brown beard, wearing a dark suit, his tie loose at the collar.']"
